mName,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation (address),GeoLocation (zip),GeoLocation (city),GeoLocation,GeoLocation (state)
Dhofar 777,7523,Valid,LL6,102,Found,01/01/2000 12:00:00 AM,18.84122,54.7564,,,,POINT (54.7564 18.84122),
Dhofar 778,7524,Valid,Diogenite,156,Found,01/01/2000 12:00:00 AM,18.72542,54.73048,,,,POINT (54.73048 18.72542),
Dhofar 779,7525,Valid,L5,126,Found,01/01/2000 12:00:00 AM,18.94137,54.69545,,,,POINT (54.69545 18.94137),
Dhofar 780,7526,Valid,H5/6,1856,Found,01/01/2000 12:00:00 AM,19.72137,54.67897,,,,POINT (54.67897 19.72137),
Dhofar 781,7527,Valid,H5,1200,Found,01/01/2000 12:00:00 AM,18.57135,54.71478,,,,POINT (54.71478 18.57135),
Dhofar 782,7528,Valid,L6,708,Found,01/01/2000 12:00:00 AM,18.41212,54.62893,,,,POINT (54.62893 18.41212),
Dhofar 783,7529,Valid,H6,426,Found,01/01/2000 12:00:00 AM,18.62047,54.71545,,,,POINT (54.71545 18.62047),
Dhofar 784,7530,Valid,H5,590,Found,01/01/2000 12:00:00 AM,18.95472,54.80468,,,,POINT (54.80468 18.95472),
Dhofar 787,7533,Valid,H4,382.5,Found,01/01/2001 12:00:00 AM,19.02922,54.54473,,,,POINT (54.54473 19.02922),
Dhofar 788,7534,Valid,H4,274.38,Found,01/01/2001 12:00:00 AM,19.02948,54.54437,,,,POINT (54.54437 19.02948),
Dhofar 789,7535,Valid,L6,430.54,Found,01/01/2001 12:00:00 AM,19.03792,54.53703,,,,POINT (54.53703 19.03792),
Dhofar 791,7537,Valid,H6,146.52,Found,01/01/2001 12:00:00 AM,19.06943,54.52135,,,,POINT (54.52135 19.06943),
Dhofar 792,7538,Valid,H5,519.02,Found,01/01/2001 12:00:00 AM,19.06843,54.53502,,,,POINT (54.53502 19.06843),
Dhofar 793,7539,Valid,H6,151.13,Found,01/01/2001 12:00:00 AM,19.04183,54.55647,,,,POINT (54.55647 19.04183),
Dhofar 794,7540,Valid,H6,431.81,Found,01/01/2001 12:00:00 AM,19.05162,54.46338,,,,POINT (54.46338 19.05162),
Dhofar 796,7542,Valid,H4,246.38,Found,01/01/2001 12:00:00 AM,19.05907,54.53693,,,,POINT (54.53693 19.05907),
Dhofar 797,7543,Valid,H6,132.19,Found,01/01/2001 12:00:00 AM,19.0604,54.53672,,,,POINT (54.53672 19.0604),
Dhofar 801,7547,Valid,H6,119.15,Found,01/01/2001 12:00:00 AM,19.05568,54.55108,,,,POINT (54.55108 19.05568),
Dhofar 802,7548,Valid,H6,199.43,Found,01/01/2001 12:00:00 AM,19.05233,54.54195,,,,POINT (54.54195 19.05233),
Dhofar 805,7551,Valid,L6,237.94,Found,01/01/2001 12:00:00 AM,18.91925,54.26692,,,,POINT (54.26692 18.91925),
Dhofar 806,7552,Valid,L5,117.24,Found,01/01/2001 12:00:00 AM,18.56528,54.0807,,,,POINT (54.0807 18.56528),
Dhofar 807,7553,Valid,H5,1260,Found,01/01/2001 12:00:00 AM,18.50428,54.0859,,,,POINT (54.0859 18.50428),
Dhofar 817,7563,Valid,H4,164.75,Found,01/01/2001 12:00:00 AM,19.01982,54.51398,,,,POINT (54.51398 19.01982),
Dhofar 821,7567,Valid,H4,133.22,Found,01/01/2001 12:00:00 AM,19.0456,54.494,,,,POINT (54.494 19.0456),
Dhofar 827,7573,Valid,H6,134.99,Found,01/01/2001 12:00:00 AM,19.05877,54.54738,,,,POINT (54.54738 19.05877),
Dhofar 828,7574,Valid,H5,225.86,Found,01/01/2001 12:00:00 AM,19.05978,54.56268,,,,POINT (54.56268 19.05978),
Dhofar 835,7581,Valid,H5,160.09,Found,01/01/2001 12:00:00 AM,18.64482,54.00393,,,,POINT (54.00393 18.64482),
Dhofar 836,7582,Valid,Ureilite,995,Found,01/01/2000 12:00:00 AM,18.34867,54.214,,,,POINT (54.214 18.34867),
Dhofar 837,7583,Valid,Ureilite,900.1,Found,01/01/2000 12:00:00 AM,18.30583,54.14967,,,,POINT (54.14967 18.30583),
Dhofar 838,7584,Valid,H6,170,Found,01/01/2002 12:00:00 AM,19.32833,54.76333,,,,POINT (54.76333 19.32833),
Dhofar 839,7585,Valid,H5,126,Found,01/01/2002 12:00:00 AM,18.52833,54.00333,,,,POINT (54.00333 18.52833),
Dhofar 840,7586,Valid,H4,126,Found,01/01/2002 12:00:00 AM,19.34167,54.56,,,,POINT (54.56 19.34167),
Dhofar 841,7587,Valid,H6,100,Found,01/01/2002 12:00:00 AM,18.63,54.05,,,,POINT (54.05 18.63),
Dhofar 842,7588,Valid,L5,136.75,Found,01/01/2001 12:00:00 AM,19.18833,54.79833,,,,POINT (54.79833 19.18833),
Dhofar 843,7589,Valid,L6,147,Found,01/01/2001 12:00:00 AM,19.17667,54.67833,,,,POINT (54.67833 19.17667),
Dhofar 844,7590,Valid,L6,182,Found,01/01/2001 12:00:00 AM,18.39167,54.16,,,,POINT (54.16 18.39167),
Dhofar 845,7591,Valid,H4,190,Found,01/01/2001 12:00:00 AM,18.40833,54.13,,,,POINT (54.13 18.40833),
Dhofar 846,7592,Valid,H6,156,Found,01/01/2001 12:00:00 AM,18.34333,54.09333,,,,POINT (54.09333 18.34333),
Dhofar 847,7593,Valid,H6,130,Found,01/01/2001 12:00:00 AM,18.46167,54.01,,,,POINT (54.01 18.46167),
Dhofar 848,7594,Valid,L5,162,Found,01/01/2001 12:00:00 AM,18.20167,54.28,,,,POINT (54.28 18.20167),
Dhofar 849,7595,Valid,L6,146,Found,01/01/2001 12:00:00 AM,18.18167,54.09667,,,,POINT (54.09667 18.18167),
Dhofar 850,7596,Valid,LL3,208,Found,01/01/2002 12:00:00 AM,18.61833,54.155,,,,POINT (54.155 18.61833),
Dhofar 852,7598,Valid,H4,122,Found,01/01/2001 12:00:00 AM,18.24333,54.135,,,,POINT (54.135 18.24333),
Dhofar 854,7600,Valid,L6,142,Found,01/01/2001 12:00:00 AM,18.88,54.61667,,,,POINT (54.61667 18.88),
Dhofar 855,7601,Valid,LL4,196,Found,01/01/2001 12:00:00 AM,18.31167,54.145,,,,POINT (54.145 18.31167),
Dhofar 856,7602,Valid,L6,145,Found,01/01/2001 12:00:00 AM,18.395,54.27,,,,POINT (54.27 18.395),
Dhofar 857,7603,Valid,H6,126,Found,01/01/2001 12:00:00 AM,18.395,54.13667,,,,POINT (54.13667 18.395),
Dhofar 860,7606,Valid,OC,394,Found,01/01/2003 12:00:00 AM,19.3,54.66833,,,,POINT (54.66833 19.3),
Dhofar 861,7607,Valid,H6,182,Found,01/01/2001 12:00:00 AM,19.03167,54.51167,,,,POINT (54.51167 19.03167),
Dhofar 863,7609,Valid,L5,102,Found,01/01/2002 12:00:00 AM,19.38333,54.59333,,,,POINT (54.59333 19.38333),
Dhofar 864,7610,Valid,L6,1233,Found,01/01/2002 12:00:00 AM,18.16333,54.16,,,,POINT (54.16 18.16333),
Dhofar 908,7611,Valid,Lunar (anorth),245,Found,01/01/2003 12:00:00 AM,19.33167,54.78333,,,,POINT (54.78333 19.33167),
Dhofar 910,7613,Valid,Lunar (anorth),142,Found,,19.33173,54.7789,,,,POINT (54.7789 19.33173),
Dhofar 911,7614,Valid,Lunar (anorth),194,Found,,19.33167,54.77667,,,,POINT (54.77667 19.33167),
Dhofar 916,7619,Valid,H4,1350,Found,01/01/2002 12:00:00 AM,19.09667,54.79167,,,,POINT (54.79167 19.09667),
Dhofar 918,7621,Valid,LL5-6,134,Found,01/01/2003 12:00:00 AM,19.26,54.48833,,,,POINT (54.48833 19.26),
Dhofar 921,7624,Valid,L6,144,Found,01/01/2003 12:00:00 AM,18.625,54.43,,,,POINT (54.43 18.625),
Dhofar 922,7625,Valid,L6,2270,Found,01/01/2003 12:00:00 AM,19.405,54.57,,,,POINT (54.57 19.405),
Dhofar 923,30517,Valid,H3.9,190,Found,01/01/2002 12:00:00 AM,19.335,54.66333,,,,POINT (54.66333 19.335),
Dhofar 924,7626,Valid,L6,185,Found,01/01/2002 12:00:00 AM,19.16333,54.66833,,,,POINT (54.66833 19.16333),
Dhofar 926,7628,Valid,L5,411,Found,01/01/2002 12:00:00 AM,19.07333,54.74833,,,,POINT (54.74833 19.07333),
Dhofar 927,7629,Valid,H5,795,Found,01/01/2002 12:00:00 AM,19.13667,54.56333,,,,POINT (54.56333 19.13667),
Dhofar 928,7630,Valid,L5,178,Found,01/01/2002 12:00:00 AM,19.11333,54.75,,,,POINT (54.75 19.11333),
Dhofar 929,7631,Valid,L5,602,Found,01/01/2002 12:00:00 AM,18.51667,54.22833,,,,POINT (54.22833 18.51667),
Dhofar 931,7633,Valid,L6,105,Found,01/01/2002 12:00:00 AM,19.105,54.81833,,,,POINT (54.81833 19.105),
Dhofar 935,7637,Valid,H5,1500,Found,01/01/2002 12:00:00 AM,19.105,54.81167,,,,POINT (54.81167 19.105),
Dhofar 938,30519,Valid,LL5,1248,Found,01/01/2002 12:00:00 AM,19.405,54.575,,,,POINT (54.575 19.405),
Dhofar 939,30520,Valid,H5,508,Found,01/01/2002 12:00:00 AM,18.20833,54.12,,,,POINT (54.12 18.20833),
Dhofar 942,30522,Valid,L5,113,Found,01/01/2002 12:00:00 AM,19.16667,54.40333,,,,POINT (54.40333 19.16667),
Dhofar 943,30523,Valid,L5,166,Found,01/01/2002 12:00:00 AM,19.05167,54.765,,,,POINT (54.765 19.05167),
Dhofar 946,30526,Valid,LL5,2412,Found,01/01/2002 12:00:00 AM,19.165,54.40333,,,,POINT (54.40333 19.165),
Dhofar 947,30527,Valid,L5-6,170,Found,01/01/2002 12:00:00 AM,18.35333,54.235,,,,POINT (54.235 18.35333),
Dhofar 948,30528,Valid,L5,158,Found,01/01/2002 12:00:00 AM,19.39833,54.595,,,,POINT (54.595 19.39833),
Dhofar 951,30531,Valid,H6,274,Found,01/01/2002 12:00:00 AM,18.63167,54.23167,,,,POINT (54.23167 18.63167),
Dhofar 954,30534,Valid,H4,212,Found,01/01/2002 12:00:00 AM,18.535,54.13333,,,,POINT (54.13333 18.535),
Dhofar 956,30536,Valid,L4,114,Found,01/01/2002 12:00:00 AM,19.21667,54.65667,,,,POINT (54.65667 19.21667),
Dhofar 957,30537,Valid,H4,550,Found,01/01/2002 12:00:00 AM,19.09167,54.38667,,,,POINT (54.38667 19.09167),
Dhofar 958,30538,Valid,H5,400,Found,01/01/2002 12:00:00 AM,19.085,54.77,,,,POINT (54.77 19.085),
Dhofar 959,30539,Valid,L6,702,Found,01/01/2002 12:00:00 AM,19.38667,54.57667,,,,POINT (54.57667 19.38667),
Dhofar 964,30542,Valid,H4,1592,Found,01/01/2004 12:00:00 AM,19.126,54.85633,,,,POINT (54.85633 19.126),
Dhofar 965,30543,Valid,L6,247,Found,01/01/2004 12:00:00 AM,19.15314,54.96017,,,,POINT (54.96017 19.15314),
Dhofar 966,30544,Valid,L5,868,Found,01/01/2004 12:00:00 AM,19.19217,54.9855,,,,POINT (54.9855 19.19217),
Dhofar 969,33773,Valid,H5,737.4,Found,01/01/2004 12:00:00 AM,19.30022,54.85844,,,,POINT (54.85844 19.30022),
Dhofar 971,33775,Valid,L4,108.3,Found,01/01/2004 12:00:00 AM,19.36947,54.83828,,,,POINT (54.83828 19.36947),
Dhofar 973,33776,Valid,H4,423.5,Found,01/01/2004 12:00:00 AM,19.26831,54.84694,,,,POINT (54.84694 19.26831),
Dhofar 975,33777,Valid,L4,4230,Found,01/01/2004 12:00:00 AM,19.21939,54.91858,,,,POINT (54.91858 19.21939),
Dhofar 977,30548,Valid,H3,1728,Found,01/01/2004 12:00:00 AM,19.22119,54.95961,,,,POINT (54.95961 19.22119),
Dhofar 978,30549,Valid,L4,2467,Found,01/01/2004 12:00:00 AM,19.22878,54.93953,,,,POINT (54.93953 19.22878),
Dhofar 979,30550,Valid,Ureilite,1063,Found,01/01/2004 12:00:00 AM,19.75667,54.93667,,,,POINT (54.93667 19.75667),
Dhofar 985,33782,Valid,LL6,153.9,Found,01/01/2004 12:00:00 AM,19.22478,54.92317,,,,POINT (54.92317 19.22478),
Dhofar 989,30553,Valid,H6,608.5,Found,01/01/2004 12:00:00 AM,19.23439,54.91681,,,,POINT (54.91681 19.23439),
Dhofar 990,30554,Valid,H4,165.3,Found,01/01/2004 12:00:00 AM,19.25317,54.83617,,,,POINT (54.83617 19.25317),
Dhofar 992,30556,Valid,L6,213.9,Found,01/01/2004 12:00:00 AM,19.31783,54.7295,,,,POINT (54.7295 19.31783),
Dhofar 993,30557,Valid,H3.8,114.5,Found,01/01/2004 12:00:00 AM,19.22483,54.89417,,,,POINT (54.89417 19.22483),
Dhofar 995,33787,Valid,H5,243.2,Found,01/01/2003 12:00:00 AM,19.1402,54.68142,,,,POINT (54.68142 19.1402),
Dhofar 996,30559,Valid,LL5,2717,Found,01/01/2003 12:00:00 AM,19.16365,54.66127,,,,POINT (54.66127 19.16365),
Diablo Pass,35516,Valid,L6,246.6,Found,01/01/2004 12:00:00 AM,33.66348,-114.29207,,,,POINT (-114.29207 33.66348),
Diamond Valley,7641,Valid,H5,440,Found,01/01/2001 12:00:00 AM,40.08173,-115.93673,,,,POINT (-115.93673 40.08173),
Digor,49716,Valid,"Iron, IIIAB",3800,Found,01/01/2006 12:00:00 AM,42.33333,89.33333,,,,POINT (89.33333 42.33333),
Dimboola,7643,Valid,H5,16000,Found,01/01/1944 12:00:00 AM,-36.5,142.03333,,,,POINT (142.03333 -36.5),
Dimitrovgrad,7644,Valid,"Iron, IIIAB",100000,Found,01/01/1949 12:00:00 AM,43.04639,22.86389,,,,POINT (22.86389 43.04639),
Dimmitt,7645,Valid,H3.7,200000,Found,01/01/1942 12:00:00 AM,34.58333,-102.16667,,,,POINT (-102.16667 34.58333),
Dimmitt (b),7646,Valid,OC,2800,Found,01/01/1981 12:00:00 AM,34.48333,-102.32833,,,,POINT (-102.32833 34.48333),
Dingo Pup Donga,7647,Valid,Ureilite,122.7,Found,01/01/1965 12:00:00 AM,-30.43333,126.1,,,,POINT (126.1 -30.43333),
Dispatch,7648,Valid,H,220,Found,01/01/1956 12:00:00 AM,39.5,-98.53333,,,,POINT (-98.53333 39.5),
Divnoe,7650,Valid,Achondrite-ung,12700,Found,01/01/1981 12:00:00 AM,45.7,43.7,,,,POINT (43.7 45.7),
Dix,7651,Valid,L6,44000,Found,01/01/1927 12:00:00 AM,41.23333,-103.48333,,,,POINT (-103.48333 41.23333),
Djebel Chaab 001,7653,Valid,L/LL6,1388,Found,01/01/2003 12:00:00 AM,25.22367,0.8456,,,,POINT (0.8456 25.22367),
Djebel Chaab 002,7654,Valid,LL6,30616,Found,01/01/2003 12:00:00 AM,25.15592,0.82213,,,,POINT (0.82213 25.15592),
Djebel Chaab 003,30560,Valid,L6,4570.2,Found,01/01/2003 12:00:00 AM,25.08683,0.8324,,,,POINT (0.8324 25.08683),
Djebel In-Azzene,7655,Valid,"Iron, IIIAB",12500,Found,01/01/1990 12:00:00 AM,27.86667,0.45,,,,POINT (0.45 27.86667),
Dolores,7660,Valid,"Iron, IIIAB",4333,Found,01/01/2001 12:00:00 AM,-19.65,-69.95,,,,POINT (-69.95 -19.65),
Dominion Range 03180,32536,Valid,H5,219.9,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03181,34565,Valid,L3,5363.9,Found,01/01/2003 12:00:00 AM,,,,,,,
Dominion Range 03183,7663,Valid,CM2,124.52,Found,01/01/2003 12:00:00 AM,,,,,,,
Dominion Range 03185,32537,Valid,LL5,928,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03186,32538,Valid,L5,1494.2,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03187,32539,Valid,LL5,845.6,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03188,32540,Valid,L5,701.4,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03189,32541,Valid,L5,1005.4,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03190,32542,Valid,L5,504,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03191,32543,Valid,H5,594.4,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03192,32544,Valid,L5,227.4,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03193,32545,Valid,H5,298.7,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03194,32546,Valid,LL5,213.1,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03195,32547,Valid,LL6,225.9,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03196,32548,Valid,LL6,142.3,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03197,32549,Valid,LL5,188.6,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03198,32550,Valid,LL5,261.8,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03199,32551,Valid,H5,143.9,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03200,32552,Valid,L5,147.8,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03201,32553,Valid,L3,114.6,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03202,32554,Valid,L5,116.3,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03203,32555,Valid,L5,116.2,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03208,32560,Valid,LL5,110.5,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03254,32606,Valid,LL5,548.4,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03255,32607,Valid,L5,433.9,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03256,32608,Valid,L5,323.6,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03257,32609,Valid,LL5,341,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03258,32610,Valid,LL5,393.8,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03259,32611,Valid,LL6,395.9,Found,01/01/2002 12:00:00 AM,,,,,,,
Dominion Range 03260,7665,Valid,LL5,308.5,Found,01/01/2003 12:00:00 AM,,,,,,,
Dominion Range 03261,7666,Valid,LL5,215.4,Found,01/01/2003 12:00:00 AM,,,,,,,
Dominion Range 03262,7667,Valid,LL5,273.5,Found,01/01/2003 12:00:00 AM,,,,,,,
Dominion Range 03318,34566,Valid,H5,2964.7,Found,01/01/2003 12:00:00 AM,,,,,,,
Dominion Range 03319,34567,Valid,L5,3449.7,Found,01/01/2003 12:00:00 AM,,,,,,,
Dominion Range 03320,34568,Valid,L5,2176.7,Found,01/01/2003 12:00:00 AM,,,,,,,
Dominion Range 08001,51058,Valid,Eucrite-br,1305.4,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08002,51059,Valid,LL-imp melt,173.2,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08003,51060,Valid,CM2,109,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08004,49515,Valid,CO3,294.5,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08006,49517,Valid,CO3,667.3,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08017,52986,Valid,LL5,1021.1,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08018,52987,Valid,LL6,1447.8,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08019,51065,Valid,LL5,1434.5,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08020,52988,Valid,LL5,1020.6,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08021,53897,Valid,LL5,1009.1,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08022,52989,Valid,LL5,825.3,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08023,53898,Valid,LL6,834.1,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08024,53899,Valid,LL6,912.3,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08025,52990,Valid,LL6,566.1,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08026,52991,Valid,LL6,222.5,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08027,53900,Valid,LL6,240.6,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08028,53901,Valid,L5,281.7,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08029,53902,Valid,LL5,227,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08030,53903,Valid,L5,255.3,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08031,53904,Valid,LL6,325.9,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08032,52992,Valid,LL5,212.4,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08033,52993,Valid,LL5,319.7,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08035,52995,Valid,LL6,251.4,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08036,53905,Valid,LL6,153.1,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08037,52996,Valid,LL5,172.6,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08038,52997,Valid,LL6,131.3,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08040,52999,Valid,LL6,106.7,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08041,53000,Valid,LL5,145.8,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08042,53001,Valid,LL6,125.5,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08044,53003,Valid,LL6,124.4,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08046,53005,Valid,LL5,122.4,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08050,53009,Valid,LL6,154.2,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08051,53010,Valid,LL5,193.1,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08066,53022,Valid,LL5,115.6,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08080,53024,Valid,LL5,149.9,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08081,53025,Valid,LL5,193.5,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08082,53026,Valid,LL5,255.2,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08083,53027,Valid,LL6,220.1,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08084,53028,Valid,L5,247.9,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08118,53044,Valid,L5,102.8,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Finger Ridge 01601,10098,Valid,L6,287.5,Found,01/01/2001 12:00:00 AM,,,,,,,
Dominion Range 08407,54127,Valid,L6,115.6,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08430,52158,Valid,LL5,108.7,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08431,52159,Valid,LL6,128.9,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08436,52164,Valid,LL5,147.3,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08438,52166,Valid,LL6,113.1,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08439,52167,Valid,LL6,106.2,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08461,53135,Valid,L6,122.4,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08462,53136,Valid,LL5,133.9,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08463,53137,Valid,LL5,160.9,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08469,53143,Valid,LL5,148.8,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08510,52168,Valid,LL6,166.5,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08511,52169,Valid,LL6,124.9,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08512,52170,Valid,LL5,208.3,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 08513,52171,Valid,LL5,102.2,Found,01/01/2008 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 10005,56799,Valid,LL6,1083.3,Found,01/01/2010 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 10100,54141,Valid,Howardite,426,Found,01/01/2010 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 10104,54144,Valid,CO3,201,Found,01/01/2010 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 10837,54152,Valid,Howardite,471.4,Found,01/01/2010 12:00:00 AM,0,0,,,,POINT (0 0),
Dominion Range 85501,7696,Valid,H5,126.2,Found,01/01/1985 12:00:00 AM,-85.33333,166.5,,,,POINT (166.5 -85.33333),
Dominion Range 85502,7697,Valid,L6,302.2,Found,01/01/1985 12:00:00 AM,-85.33333,166.5,,,,POINT (166.5 -85.33333),
Dominion Range 85503,7698,Valid,L6,719.7,Found,01/01/1985 12:00:00 AM,-85.33333,166.5,,,,POINT (166.5 -85.33333),
Dominion Range 85504,7699,Valid,L4,120.6,Found,01/01/1985 12:00:00 AM,-85.33333,166.5,,,,POINT (166.5 -85.33333),
Dominion Range 85507,7702,Valid,H5,189.9,Found,01/01/1985 12:00:00 AM,-85.33333,166.5,,,,POINT (166.5 -85.33333),
Donnybrook,7709,Valid,Mesosiderite?,414,Found,01/01/1918 12:00:00 AM,-33.61667,115.91667,,,,POINT (115.91667 -33.61667),
Dor el Gani,7711,Valid,"Iron, IIIAB",2575,Found,01/01/1972 12:00:00 AM,26.95833,16.03333,,,,POINT (16.03333 26.95833),
Dora (pallasite),7712,Valid,"Pallasite, PMG",7600,Found,01/01/1955 12:00:00 AM,33.92667,-103.955,,,,POINT (-103.955 33.92667),
Dora (stone),7713,Valid,OC,1570,Found,01/01/1970 12:00:00 AM,33.92333,-103.35,,,,POINT (-103.35 33.92333),
D'Orbigny,7714,Valid,Angrite,16550,Found,01/01/1979 12:00:00 AM,-37.66667,-61.65,,,,POINT (-61.65 -37.66667),
Dorofeevka,7717,Valid,"Iron, IIF",12600,Found,01/01/1910 12:00:00 AM,53.33333,70.06667,,,,POINT (70.06667 53.33333),
Dorrigo,7720,Valid,"Iron, ungrouped",8500,Found,01/01/1948 12:00:00 AM,-30.28333,152.66667,,,,POINT (152.66667 -30.28333),
Dos Cabezas,7721,Valid,L5,755,Found,01/01/1998 12:00:00 AM,32.295,-109.67,,,,POINT (-109.67 32.295),
Dougherty,7724,Valid,L6,1113,Found,01/01/2002 12:00:00 AM,33.97917,-101.2,,,,POINT (-101.2 33.97917),
